Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM4050337	"Embryo_D9A3B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774774"	SRX6774774	"Tianqing Li"	"Nov 26, 2019"
GSM4050338	"Embryo_D9A3S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774783"	SRX6774783	"Tianqing Li"	"Nov 26, 2019"
GSM4050339	"Embryo_D9A3S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774784"	SRX6774784	"Tianqing Li"	"Nov 26, 2019"
GSM4050340	"Embryo_D9A3S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774785"	SRX6774785	"Tianqing Li"	"Nov 26, 2019"
GSM4050341	"Embryo_D9A3S15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774786"	SRX6774786	"Tianqing Li"	"Nov 26, 2019"
GSM4050342	"Embryo_D9A3S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774787"	SRX6774787	"Tianqing Li"	"Nov 26, 2019"
GSM4050343	"Embryo_D9A3S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774788"	SRX6774788	"Tianqing Li"	"Nov 26, 2019"
GSM4050344	"Embryo_D9A4B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774789"	SRX6774789	"Tianqing Li"	"Nov 26, 2019"
GSM4050345	"Embryo_D9A4B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774790"	SRX6774790	"Tianqing Li"	"Nov 26, 2019"
GSM4050346	"Embryo_D9A4B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774799"	SRX6774799	"Tianqing Li"	"Nov 26, 2019"
GSM4050347	"Embryo_D9A4B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774800"	SRX6774800	"Tianqing Li"	"Nov 26, 2019"
GSM4050348	"Embryo_D9A4S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774801"	SRX6774801	"Tianqing Li"	"Nov 26, 2019"
GSM4050349	"Embryo_D9A4S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774802"	SRX6774802	"Tianqing Li"	"Nov 26, 2019"
GSM4050350	"Embryo_D9A4S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774803"	SRX6774803	"Tianqing Li"	"Nov 26, 2019"
GSM4050351	"Embryo_D9A4S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774804"	SRX6774804	"Tianqing Li"	"Nov 26, 2019"
GSM4050352	"Embryo_D9A4S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774805"	SRX6774805	"Tianqing Li"	"Nov 26, 2019"
GSM4050353	"Embryo_D9A4S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774806"	SRX6774806	"Tianqing Li"	"Nov 26, 2019"
GSM4050354	"Embryo_D9A5B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774815"	SRX6774815	"Tianqing Li"	"Nov 26, 2019"
GSM4050355	"Embryo_D9A5S12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774816"	SRX6774816	"Tianqing Li"	"Nov 26, 2019"
GSM4050356	"Embryo_D9A5S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774817"	SRX6774817	"Tianqing Li"	"Nov 26, 2019"
GSM4050357	"Embryo_D9A5S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774818"	SRX6774818	"Tianqing Li"	"Nov 26, 2019"
GSM4050358	"Embryo_D9A5S8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774819"	SRX6774819	"Tianqing Li"	"Nov 26, 2019"
GSM4050359	"Embryo_D9A5S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774820"	SRX6774820	"Tianqing Li"	"Nov 26, 2019"
GSM4050360	"Embryo_D9A6B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774821"	SRX6774821	"Tianqing Li"	"Nov 26, 2019"
GSM4050361	"Embryo_D9A6B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774822"	SRX6774822	"Tianqing Li"	"Nov 26, 2019"
GSM4050362	"Embryo_D9A6B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774831"	SRX6774831	"Tianqing Li"	"Nov 26, 2019"
GSM4050363	"Embryo_D9A6S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774832"	SRX6774832	"Tianqing Li"	"Nov 26, 2019"
GSM4050364	"Embryo_D9A6S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774833"	SRX6774833	"Tianqing Li"	"Nov 26, 2019"
GSM4050365	"Embryo_D9A6S15"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774834"	SRX6774834	"Tianqing Li"	"Nov 26, 2019"
GSM4050366	"Embryo_D9A6S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774835"	SRX6774835	"Tianqing Li"	"Nov 26, 2019"
GSM4050367	"Embryo_D9A6S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774836"	SRX6774836	"Tianqing Li"	"Nov 26, 2019"
GSM4050368	"Embryo_D9A4B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774837"	SRX6774837	"Tianqing Li"	"Nov 26, 2019"
GSM4050369	"Embryo_D9A4S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774838"	SRX6774838	"Tianqing Li"	"Nov 26, 2019"
GSM4050370	"Embryo_D9A4S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774847"	SRX6774847	"Tianqing Li"	"Nov 26, 2019"
GSM4050371	"Embryo_D9A4S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774848"	SRX6774848	"Tianqing Li"	"Nov 26, 2019"
GSM4050372	"Embryo_D9A4S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774849"	SRX6774849	"Tianqing Li"	"Nov 26, 2019"
GSM4050373	"Embryo_D9A4S5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774850"	SRX6774850	"Tianqing Li"	"Nov 26, 2019"
GSM4050374	"Embryo_D9A5S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774851"	SRX6774851	"Tianqing Li"	"Nov 26, 2019"
GSM4050375	"Embryo_D9A5S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774852"	SRX6774852	"Tianqing Li"	"Nov 26, 2019"
GSM4050376	"Embryo_D10A4S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774853"	SRX6774853	"Tianqing Li"	"Nov 26, 2019"
GSM4050377	"Embryo_D10A1B11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774854"	SRX6774854	"Tianqing Li"	"Nov 26, 2019"
GSM4050378	"Embryo_D10A1B17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774863"	SRX6774863	"Tianqing Li"	"Nov 26, 2019"
GSM4050379	"Embryo_D10A1B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774864"	SRX6774864	"Tianqing Li"	"Nov 26, 2019"
GSM4050380	"Embryo_D10A1B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774865"	SRX6774865	"Tianqing Li"	"Nov 26, 2019"
GSM4050381	"Embryo_D10A1B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774866"	SRX6774866	"Tianqing Li"	"Nov 26, 2019"
GSM4050382	"Embryo_D10A1B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774867"	SRX6774867	"Tianqing Li"	"Nov 26, 2019"
GSM4050383	"Embryo_D10A1B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774868"	SRX6774868	"Tianqing Li"	"Nov 26, 2019"
GSM4050384	"Embryo_D10A1B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774869"	SRX6774869	"Tianqing Li"	"Nov 26, 2019"
GSM4050385	"Embryo_D10A1B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774870"	SRX6774870	"Tianqing Li"	"Nov 26, 2019"
GSM4050386	"Embryo_D10A1S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774879"	SRX6774879	"Tianqing Li"	"Nov 26, 2019"
GSM4050387	"Embryo_D10A1S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774880"	SRX6774880	"Tianqing Li"	"Nov 26, 2019"
GSM4050388	"Embryo_D10A1S12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774881"	SRX6774881	"Tianqing Li"	"Nov 26, 2019"
GSM4050389	"Embryo_D10A1S13"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774882"	SRX6774882	"Tianqing Li"	"Nov 26, 2019"
GSM4050390	"Embryo_D10A1S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774883"	SRX6774883	"Tianqing Li"	"Nov 26, 2019"
GSM4050391	"Embryo_D10A1S21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774884"	SRX6774884	"Tianqing Li"	"Nov 26, 2019"
GSM4050392	"Embryo_D10A1S23"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774885"	SRX6774885	"Tianqing Li"	"Nov 26, 2019"
GSM4050393	"Embryo_D10A1S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774886"	SRX6774886	"Tianqing Li"	"Nov 26, 2019"
GSM4050394	"Embryo_D10A1S31"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774903"	SRX6774903	"Tianqing Li"	"Nov 26, 2019"
GSM4050395	"Embryo_D10A1S32"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774904"	SRX6774904	"Tianqing Li"	"Nov 26, 2019"
GSM4050396	"Embryo_D10A1S34"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774905"	SRX6774905	"Tianqing Li"	"Nov 26, 2019"
GSM4050397	"Embryo_D10A1S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774906"	SRX6774906	"Tianqing Li"	"Nov 26, 2019"
GSM4050398	"Embryo_D10A1S40"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774907"	SRX6774907	"Tianqing Li"	"Nov 26, 2019"
GSM4050399	"Embryo_D10A1S4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774908"	SRX6774908	"Tianqing Li"	"Nov 26, 2019"
GSM4050400	"Embryo_D10A1S6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774909"	SRX6774909	"Tianqing Li"	"Nov 26, 2019"
GSM4050401	"Embryo_D10A1S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774910"	SRX6774910	"Tianqing Li"	"Nov 26, 2019"
GSM4050402	"Embryo_D10A1S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774927"	SRX6774927	"Tianqing Li"	"Nov 26, 2019"
GSM4050403	"Embryo_D10A2B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774928"	SRX6774928	"Tianqing Li"	"Nov 26, 2019"
GSM4050404	"Embryo_D10A2B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774929"	SRX6774929	"Tianqing Li"	"Nov 26, 2019"
GSM4050405	"Embryo_D10A2B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774930"	SRX6774930	"Tianqing Li"	"Nov 26, 2019"
GSM4050406	"Embryo_D10A2B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774931"	SRX6774931	"Tianqing Li"	"Nov 26, 2019"
GSM4050407	"Embryo_D10A2B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774932"	SRX6774932	"Tianqing Li"	"Nov 26, 2019"
GSM4050408	"Embryo_D10A2S17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774933"	SRX6774933	"Tianqing Li"	"Nov 26, 2019"
GSM4050409	"Embryo_D10A2S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774934"	SRX6774934	"Tianqing Li"	"Nov 26, 2019"
GSM4050410	"Embryo_D10A2S21"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774951"	SRX6774951	"Tianqing Li"	"Nov 26, 2019"
GSM4050411	"Embryo_D10A2S24"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774952"	SRX6774952	"Tianqing Li"	"Nov 26, 2019"
GSM4050412	"Embryo_D10A2S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774953"	SRX6774953	"Tianqing Li"	"Nov 26, 2019"
GSM4050413	"Embryo_D10A2S32"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774954"	SRX6774954	"Tianqing Li"	"Nov 26, 2019"
GSM4050414	"Embryo_D10A2S3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774955"	SRX6774955	"Tianqing Li"	"Nov 26, 2019"
GSM4050415	"Embryo_D10A3B17"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774956"	SRX6774956	"Tianqing Li"	"Nov 26, 2019"
GSM4050416	"Embryo_D10A3B2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774957"	SRX6774957	"Tianqing Li"	"Nov 26, 2019"
GSM4050417	"Embryo_D10A3B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774958"	SRX6774958	"Tianqing Li"	"Nov 26, 2019"
GSM4050418	"Embryo_D10A3B4"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774970"	SRX6774970	"Tianqing Li"	"Nov 26, 2019"
GSM4050419	"Embryo_D10A3B5"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774971"	SRX6774971	"Tianqing Li"	"Nov 26, 2019"
GSM4050420	"Embryo_D10A3B6"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774972"	SRX6774972	"Tianqing Li"	"Nov 26, 2019"
GSM4050421	"Embryo_D10A3B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774973"	SRX6774973	"Tianqing Li"	"Nov 26, 2019"
GSM4050422	"Embryo_D10A3B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774974"	SRX6774974	"Tianqing Li"	"Nov 26, 2019"
GSM4050423	"Embryo_D10A3B9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774975"	SRX6774975	"Tianqing Li"	"Nov 26, 2019"
GSM4050424	"Embryo_D10A3S10"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774976"	SRX6774976	"Tianqing Li"	"Nov 26, 2019"
GSM4050425	"Embryo_D10A3S18"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774977"	SRX6774977	"Tianqing Li"	"Nov 26, 2019"
GSM4050426	"Embryo_D10A3S1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774986"	SRX6774986	"Tianqing Li"	"Nov 26, 2019"
GSM4050427	"Embryo_D10A3S2"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774987"	SRX6774987	"Tianqing Li"	"Nov 26, 2019"
GSM4050428	"Embryo_D10A3S35"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774988"	SRX6774988	"Tianqing Li"	"Nov 26, 2019"
GSM4050429	"Embryo_D10A3S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774989"	SRX6774989	"Tianqing Li"	"Nov 26, 2019"
GSM4050430	"Embryo_D10A3S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774990"	SRX6774990	"Tianqing Li"	"Nov 26, 2019"
GSM4050431	"Embryo_D10A4B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774991"	SRX6774991	"Tianqing Li"	"Nov 26, 2019"
GSM4050432	"Embryo_D10A4B7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774992"	SRX6774992	"Tianqing Li"	"Nov 26, 2019"
GSM4050433	"Embryo_D10A4B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774993"	SRX6774993	"Tianqing Li"	"Nov 26, 2019"
GSM4050434	"Embryo_D10A4S11"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774455"	SRX6774455	"Tianqing Li"	"Nov 26, 2019"
GSM4050435	"Embryo_D10A4S14"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774456"	SRX6774456	"Tianqing Li"	"Nov 26, 2019"
GSM4050436	"Embryo_D10A4S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774457"	SRX6774457	"Tianqing Li"	"Nov 26, 2019"
GSM4050437	"Embryo_D10A4S7"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774458"	SRX6774458	"Tianqing Li"	"Nov 26, 2019"
GSM4050438	"Embryo_D10A4S8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774459"	SRX6774459	"Tianqing Li"	"Nov 26, 2019"
GSM4050439	"Embryo_D10A4S9"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774460"	SRX6774460	"Tianqing Li"	"Nov 26, 2019"
GSM4050440	"Embryo_D10A5B1"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774461"	SRX6774461	"Tianqing Li"	"Nov 26, 2019"
GSM4050441	"Embryo_D10A5B3"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774462"	SRX6774462	"Tianqing Li"	"Nov 26, 2019"
GSM4050442	"Embryo_D10A5B8"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774471"	SRX6774471	"Tianqing Li"	"Nov 26, 2019"
GSM4050443	"Embryo_D10A5S12"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774472"	SRX6774472	"Tianqing Li"	"Nov 26, 2019"
GSM4050444	"Embryo_D10A5S16"	"SRA"	"Homo sapiens"	1	GPL20795	GSE136447	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX6774473"	SRX6774473	"Tianqing Li"	"Nov 26, 2019"
